Letter_n,n,max_n,Letter_n+1,Freq
ति,2,4,सा,1
सा,3,4,र,7
अ,1,3,ती,1
ती,2,3,त,1
अ,1,5,तु,1
तु,2,5,ल,1
ल,3,5,नी,1
नी,4,5,य,10
अ,1,4,तु,1
तु,2,4,ल्,1
ल्,3,4,य,5
अ,1,4,त्,1
त्,2,4,यं,1
यं,3,4,त,3
अ,1,5,त्,6
त्,2,5,य,11
य,3,5,न्,3
न्,4,5,त,10
त्,2,5,या,17
या,3,5,चा,4
चा,4,5,र,12
चा,4,5,री,3
या,3,5,धि,1
धि,4,5,क,8
अ,1,6,त्,2
या,3,6,धु,1
धु,4,6,नि,1
अ,1,7,त्,1
त्,2,7,या,4
या,3,7,व,3
अ,1,3,थ,2
थ,2,3,वा,1
अ,1,3,था,2
था,2,3,ई,3
अ,1,4,था,1
था,2,4,रि,1
रि,3,4,टी,1
अ,1,3,द,3
द,2,3,द,2
द,3,3,-,108
द,2,3,न,10
द,2,3,ब,1
अ,1,4,द,4
द,2,4,भु,1
भु,3,4,त,2
द,2,4,र,9
र,3,4,क,17
अ,1,2,दा,1
दा,2,2,-,34
अ,1,3,दां,1
दां,2,3,ए,1
ए,3,3,-,145
अ,1,3,दा,2
दा,2,3,ओं,2
ओं,3,3,-,83
अ,1,4,दा,8
दा,2,4,का,3
दा,2,4,य,6
य,3,4,गी,2
गी,4,4,-,143
दा,2,4,ल,4
ल,3,4,त,8
ल,3,4,ती,10
ल,3,4,तें,2
तें,4,4,-,21
ल,3,4,तों,1
अ,1,6,दू,1
दू,2,6,र,1
र,3,6,द,4
द,4,6,र्,2
र्,5,6,शी,2
शी,6,6,-,3
अ,1,4,द्,2
द्,2,4,भु,1
अ,1,5,द्,2
द्,2,5,य,6
य,3,5,त,5
त,4,5,न,10
अ,1,7,द्,1
द्,2,7,य,2
य,3,7,ती,2
ती,4,7,क,8
क,5,7,र,39
र,6,7,ण,50
ण,7,7,-,101
द्,2,5,वि,3
वि,3,5,ती,1
ती,4,5,य,6
अ,1,4,ध,12
ध,2,4,ज,3
ज,3,4,ला,3
ला,4,4,-,93
ज,3,4,ली,3
ज,3,4,ले,2
ले,4,4,-,46
ध,2,4,प,1
प,3,4,की,1
की,4,4,-,26
ध,2,4,ब,1
ब,3,4,ने,1
अ,1,3,ध,1
ध,2,3,म,3
ध,2,4,म,2
म,3,4,री,3
ध,2,4,रं,1
ध,2,4,र्,3
र्,3,4,मी,2
ध,2,4,वा,9
वा,3,4,र,31
वा,3,4,रा,9
रा,4,4,-,90
अ,1,4,धा,1
अ,1,3,धि,1
धि,2,3,क,2
अ,1,5,धि,29
धि,2,5,क,5
क,3,5,त,5
त,4,5,र,22
अ,1,4,धि,16
धि,2,4,क,2
क,3,4,ता,24
क,3,5,मा,1
मा,4,5,स,3
क,3,5,र,32
र,4,5,ण,75
क,3,5,रि,1
रि,4,5,यों,36
धि,2,4,का,6
का,3,4,री,25
धि,2,4,कां,1
कां,3,4,श,1
धि,2,5,का,8
का,3,5,धि,1
का,3,5,रि,18
रि,4,5,क,12
रि,4,5,ता,4
का,3,4,रो,2
रो,4,4,-,13
धि,2,4,कृ,1
धि,2,4,ग,1
ग,3,4,म,8
धि,2,5,गृ,2
गृ,3,5,ह,1
गृ,3,5,हि,1
अ,1,6,धि,15
धि,2,6,ग्,3
ग्,3,6,र,12
र,4,6,ह,3
ह,5,6,ण,5
धि,2,5,न,1
न,3,5,स्,3
स्,4,5,थ,9
धि,2,5,ना,1
ना,3,5,य,11
य,4,5,क,19
धि,2,5,नि,3
नि,3,5,य,12
य,4,5,म,6
म,5,5,-,103
य,4,5,मों,3
मों,5,5,-,6
धि,2,4,प,1
प,3,4,ति,21
ति,4,4,-,91
धि,2,5,प,2
धि,2,6,प्,1
रा,4,6,प्,1
प्,5,6,ति,2
धि,2,4,मा,1
मा,3,4,स,2
स,4,4,-,118
धि,2,5,या,1
या,3,5,च,4
च,4,5,ना,7
ना,5,5,-,61
धि,2,4,रा,2
रा,3,4,ज,34
धि,2,6,व,4
व,3,6,क्,3
क्,4,6,त,3
त,5,6,ओं,2
क्,4,6,ता,4
ता,5,6,ओ,2
ओ,6,6,-,3
अ,1,7,धि,1
धि,2,7,व,1
व,3,7,क्,1
क्,4,7,ता,3
ता,5,7,ग,1
ग,6,7,ण,9
व,3,6,र्,20
र्,4,6,ष,3
ष,5,6,ता,5
ता,6,6,-,108
धि,2,4,वा,1
वा,3,4,स,16
धि,2,4,शा,1
शा,3,4,षी,1
षी,4,4,-,15
धि,2,5,ष्,4
ष्,3,5,ठा,5
ठा,4,5,ता,1
धि,2,6,ष्,3
ष्,3,6,ठा,3
ठा,4,6,त्,1
त्,5,6,री,20
ठा,4,5,न,2
ठा,4,5,नों,2
नों,5,5,-,50
ठा,4,6,प,1
प,5,6,न,11
धि,2,5,सं,1
सं,3,5,ख्,3
ख्,4,5,य,3
धि,2,5,सू,2
सू,3,5,च,5
धि,2,6,सू,2
सू,3,6,च,2
च,4,6,ना,2
ना,5,6,एं,8
ना,5,6,ओं,8
सू,3,5,चि,5
चि,4,5,त,15
धि,2,6,स्,1
स्,3,6,था,9
था,4,6,प,3
अ,1,5,धी,6
धी,2,5,क्,4
ष,4,5,क,18
ष,4,5,ण,28
अ,1,3,धी,2
धी,2,3,न,2
धी,2,5,न,2
स्,4,5,थों,2
थों,5,5,-,2
धी,2,3,र,2
अ,1,3,धू,3
धू,2,3,रे,1
अ,1,8,धो,1
धो,2,8,ह,1
ह,3,8,स्,1
स्,4,8,ता,1
ता,5,8,क्,1
ष,7,8,री,1
अ,1,5,ध्,13
ध्,2,5,य,12
य,3,5,क्,4
अ,1,6,ध्,7
ध्,2,6,य,14
य,3,6,क्,12
क्,4,5,षा,9
षा,5,5,-,12
क्,4,6,षी,6
षी,5,6,य,9
क्,4,5,षों,1
षों,5,5,-,3
क्,4,6,ष्,5
ष्,5,6,ता,1
य,3,6,न,4
न,4,6,र,2
र,5,6,त,6
य,3,5,य,2
य,4,5,न,6
य,4,5,नों,2
ध्,2,5,या,16
या,3,5,त्,15
त्,4,5,म,2
अ,1,7,ध्,4
ध्,2,7,या,4
या,3,7,त्,3
त्,4,7,म,5
म,5,7,वा,1
वा,6,7,द,3
द,7,7,-,15
या,3,5,दे,3
दे,4,5,श,4
दे,4,5,शों,2
शों,5,5,-,7
या,3,5,प,7
प,4,5,क,3
प,4,5,कों,2
या,3,5,पि,3
पि,4,5,का,2
ध्,2,6,या,7
या,3,6,पि,2
पि,4,6,का,2
पि,4,5,त,10
अ,1,4,ध्,4
ध्,2,4,या,5
या,3,4,य,3
या,3,4,यों,1
या,3,4,शी,2
शी,4,4,-,21
अ,1,3,नं,2
नं,2,3,ग,1
ग,3,3,-,66
नं,2,3,त,1
अ,1,5,नं,1
नं,2,5,त,1
त,3,5,दे,1
अ,1,5,न,9
न,2,5,गि,1
गि,3,5,न,1
न,4,5,त,5
अ,1,4,न,23
न,2,4,ग,1
ग,3,4,ड़ा,1
ड़ा,4,4,-,19
न,2,4,चा,5
चा,3,4,ही,2
ही,4,4,-,24
चा,3,4,हे,2
हे,4,4,-,7
न,2,4,छु,1
छु,3,4,ए,1
ए,4,4,-,94
न,2,4,जा,5
जा,3,4,न,4
जा,3,4,ना,5
ना,4,4,-,227
जा,3,4,नी,1
जा,3,4,ने,5
न,2,4,दा,11
दा,3,4,ना,5
न,2,4,दे,6
दे,3,4,खा,1
खा,4,4,-,8
दे,3,4,खी,2
खी,4,4,-,11
अ,1,5,ना,14
ना,2,5,धि,8
धि,3,5,कृ,3
कृ,4,5,त,14
न,2,4,न्,3
न्,3,4,त,12
अ,1,6,न,4
न,2,6,न्,1
न्,3,6,त,2
त,4,6,रा,4
रा,5,6,म,6
म,6,6,-,51
न्,3,4,य,8
न,2,4,प,14
प,3,4,ढ़,1
ढ़,4,4,-,8
न,2,4,ब,4
ब,3,4,न,8
न,2,5,भि,2
भि,3,5,ज्,1
ज्,4,5,ञ,8
ञ,5,5,-,8
न,2,6,भि,1
भि,3,6,ज्,1
ज्,4,6,ञ,2
ञ,5,6,ता,2
न,2,4,म,4
म,3,4,ने,1
न,2,4,मो,4
मो,3,4,ल,1
न,2,6,मो,1
मो,3,6,ल,1
ल,4,6,दी,1
दी,5,6,प,4
प,6,6,-,31
न,2,5,र्,2
ग,4,5,ल,3
ल,5,5,-,166
न,2,4,र्,1
र्,3,4,थ,13
थ,4,4,-,46
अ,1,3,न,1
न,2,3,ल,1
न,2,4,श,1
श,3,4,न,11
न,2,5,सु,5
सु,3,5,ई,1
ई,4,5,या,1
या,5,5,-,62
न,2,4,सु,3
सु,3,4,ना,1
सु,3,4,नी,2
सु,3,5,ल,3
ल,4,5,झा,1
झा,5,5,-,2
ल,4,5,झी,1
झी,5,5,-,1
ल,4,5,झे,1
झे,5,5,-,1
न,2,5,सू,2
न,2,4,हो,2
हो,3,4,नी,1
अ,1,3,ना,8
ना,2,3,ज,2
ना,2,3,जों,1
जों,3,3,-,22
ना,2,5,था,2
था,3,5,ल,3
ल,4,5,य,24
ल,4,5,यों,11
अ,1,6,ना,4
ना,2,6,था,1
था,3,6,श्,1
श्,4,6,र,3
र,5,6,म,12
ना,2,3,दि,1
दि,3,3,-,1
ना,2,5,दि,1
दि,3,5,का,1
का,4,5,ल,19
धि,3,5,का,18
का,4,5,र,59
अ,1,4,ना,6
ना,2,4,ना,3
ना,3,4,स,1
ना,2,5,प,1
त्,4,5,ति,6
ति,5,5,-,89
ना,2,6,प,1
प,3,6,श,1
श,4,6,ना,1
ना,5,6,प,1
ना,2,5,मां,1
मां,3,5,कि,1
कि,4,5,त,3
ना,2,4,मि,1
मि,3,4,का,2
का,4,4,-,40
ना,2,4,या,1
या,3,4,स,4
ना,2,3,र,6
ना,2,6,र,2
क्,4,6,षि,11
षि,5,6,त,8
ना,2,3,री,2
ना,2,5,व,1
व,3,5,र,8
ना,2,6,व,5
व,3,6,श्,1
श्,4,6,य,2
य,5,6,क,6
ना,2,5,वा,1
वा,3,5,सी,1
सी,4,5,य,4
ना,2,3,ड़ी,1
ड़ी,3,3,-,64
अ,1,3,नि,2
नि,2,3,क,8
अ,1,4,नि,6
नि,2,4,के,1
के,3,4,त,1
नि,2,4,च्,1
च्,3,4,छा,2
छा,4,4,-,2
अ,1,5,नि,8
नि,2,5,च्,1
च्,3,5,छु,1
छु,4,5,क,1
नि,2,4,मे,1
मे,3,4,ष,1
अ,1,6,नि,6
नि,2,6,यं,1
यं,3,6,त्,2
त्,4,6,रि,18
अ,1,7,नि,5
नि,2,7,य,4
य,3,7,न्,1
न्,4,7,त्,2
त्,5,7,रि,11
रि,6,7,त,7
नि,2,5,य,4
य,3,5,मि,6
मि,4,5,त,3
नि,2,6,य,3
य,3,6,मि,5
मि,4,6,त,1
त,5,6,ता,8
य,3,7,मि,3
मि,4,7,त,3
त,5,7,ता,3
ता,6,7,एं,6
एं,7,7,-,15
ता,6,7,ओं,15
ओं,7,7,-,27
ता,6,7,यें,3
यें,7,7,-,3
मि,4,5,ता,3
मि,4,6,ता,2
ता,5,6,ओं,24
नि,2,5,यो,2
यो,3,5,जि,5
जि,4,5,त,13
नि,2,5,र्,3
र्,3,5,ण,3
ण,4,5,य,1
र्,3,5,वा,5
वा,4,5,ण,1
नि,2,3,ल,1
नि,2,5,वा,1
वा,3,5,र्,4
र्,4,5,य,15
नि,2,6,वा,1
वा,3,6,र्,5
र्,4,6,य,2
य,5,6,ता,9
नि,2,4,वा,3
वा,3,4,सी,14
सी,4,4,-,33
अ,1,8,नि,2
नि,2,8,श्,2
श्,3,8,च,1
च,4,8,त,1
त,5,8,का,3
का,6,8,ली,3
ली,7,8,न,3
न,8,8,-,14
नि,2,5,श्,3
श्,3,5,चि,2
नि,2,7,श्,1
श्,3,7,चि,1
चि,4,7,त,1
त,5,7,का,2
का,6,7,ल,1
ल,7,7,-,27
श्,3,8,चि,1
चि,4,8,त,1
नि,2,6,श्,2
श्,3,6,चि,2
चि,4,6,त,2
नि,2,4,ष्,8
ष्,3,4,ट,13
अ,1,3,नी,1
नी,2,3,ति,2
ति,3,3,-,57
अ,1,5,नु,52
नु,2,5,सं,2
सं,3,5,धा,2
धा,4,5,न,10
अ,1,4,नु,43
नु,2,4,कं,1
कं,3,4,पा,3
पा,4,4,-,9
नु,2,5,क,2
क,3,5,म्,3
म्,4,5,पा,1
पा,5,5,-,2
अ,1,6,नु,20
नु,2,6,क,1
क,3,6,र,2
र,4,6,णी,1
णी,5,6,य,4
नु,2,5,कू,2
कू,3,5,ल,2
ल,4,5,ता,12
ल,4,5,न,16
नु,2,4,कृ,1
कृ,3,4,ति,6
नु,2,5,क्,1
क्,3,5,र,9
र,4,5,म,14
नु,2,6,क्,1
र,4,6,मां,1
मां,5,6,क,1
नु,2,5,ग्,1
ग्,3,5,र,8
नु,2,4,च,1
च,3,4,र,6
नु,2,5,च्,1
च्,3,5,छे,1
छे,4,5,द,1
द,5,5,-,93
अ,1,3,नु,3
नु,2,3,ज,4
नु,2,3,जा,1
नु,2,4,जा,1
जा,3,4,ति,4
नु,2,6,ज्,2
ज्,3,6,ञ,1
ञ,4,6,प्,1
अ,1,9,नु,2
नु,2,9,ज्,1
ज्,3,9,ञ,1
ञ,4,9,प्,1
प्,5,9,ति,1
ति,6,9,धा,1
धा,7,9,रि,1
नु,2,4,ज्,1
ज्,3,4,ञा,3
ञा,4,4,-,3
ज्,3,6,ञा,4
ञा,4,6,प,1
नु,2,5,ती,1
ती,3,5,र्,3
र्,4,5,ण,13
नु,2,4,तो,1
नु,2,6,त्,1
त्,3,6,ती,1
ती,4,6,र्,1
र्,5,6,ण,20
नु,2,4,दा,2
नु,2,5,दा,1
दा,3,5,नि,3
नि,4,5,त,6
दा,3,4,नों,6
नु,2,4,दे,1
दे,3,4,श,8
नु,2,5,दे,3
दे,3,5,श,6
श,4,5,क,6
श,4,5,कों,4
नु,2,6,दे,1
दे,3,6,शि,1
शि,4,6,का,1
नु,2,4,प,1
प,3,4,मा,2
नु,2,6,प,4
प,3,6,यु,1
यु,4,6,क्,15
क्,5,6,त,26
नु,2,5,प,1
प,3,5,यो,7
यो,4,5,गी,5
गी,5,5,-,36
प,3,6,ल,1
ल,4,6,ब्,2
ब्,5,6,ध,2
प,3,6,स्,2
स्,4,6,थि,5
थि,5,6,त,2
थि,5,6,ति,3
नु,2,4,पा,2
पा,3,4,त,6
नु,2,5,पा,4
पा,3,5,ति,2
ति,4,5,क,9
पा,3,4,ल,12
पा,3,5,ल,8
ल,4,5,ना,3
नु,2,5,पू,1
पू,3,5,र,1
र,4,5,क,17
नु,2,6,प्,2
प्,3,6,र,31
र,4,6,यो,2
यो,5,6,ग,4
ग,6,6,-,23
रा,4,6,णि,1
णि,5,6,त,1
नु,2,4,बं,2
बं,3,4,ध,4
अ,1,8,नु,5
नु,2,8,बं,1
बं,3,8,ध,1
ध,4,8,क,2
क,5,8,र्,17
र्,6,8,मि,10
मि,7,8,यों,11
यों,8,8,-,28
अ,1,7,नु,5
नु,2,7,बं,1
बं,3,7,ध,3
ध,4,7,क,3
क,5,7,र्,29
र्,6,7,मी,14
मी,7,7,-,16
नु,2,5,बं,1
बं,3,5,धि,3
धि,4,5,त,5
बं,3,4,धों,4
धों,4,4,-,8
नु,2,4,भ,3
भ,3,4,व,5
नु,2,6,भ,1
भ,3,6,व,2
व,4,6,ही,3
ही,5,6,न,10
भ,3,4,वी,1
भ,3,4,वों,1
वों,4,4,-,9
नु,2,4,भा,2
भा,3,4,ग,4
भा,3,4,गों,2
गों,4,4,-,23
नु,2,5,भू,1
भू,3,5,ति,1
ति,4,5,यों,30
नु,2,5,मं,2
मं,3,5,ड,13
ड,4,5,ल,10
नु,2,8,मं,1
मं,3,8,ड,2
ड,4,8,ला,2
ला,5,8,धि,2
धि,6,8,का,4
नु,2,6,मं,1
मं,3,6,ड,4
ड,4,6,ली,4
ली,5,6,य,5
नु,2,4,म,2
म,3,4,ति,7
नु,2,4,मा,2
नु,2,5,मा,2
मा,3,5,नि,4
मा,3,4,नों,9
नु,2,5,मो,2
मो,3,5,द,2
द,4,5,न,22
मो,3,5,दि,1
दि,4,5,त,10
नु,2,5,या,2
या,3,5,इ,1
नु,2,4,या,2
या,3,4,ई,3
या,3,4,यी,1
नु,2,6,र,1
ष,5,6,ण,16
नु,2,4,रा,2
रा,3,4,ग,1
रा,3,4,गी,1
नु,2,4,रु,1
रु,3,4,प,2
प,4,4,-,55
नु,2,4,रू,1
रू,3,4,प,12
नु,2,4,रो,1
रो,3,4,ध,3
नु,2,4,लो,1
लो,3,4,म,1
नु,2,4,वा,2
वा,3,4,द,10
द,4,4,-,104
नु,2,5,वा,3
वा,3,5,द,3
द,4,5,कों,2
वा,3,5,दि,8
नु,2,4,शं,1
शं,3,4,सा,2
सा,4,4,-,5
नु,2,5,शं,2
शं,3,5,सि,1
सि,4,5,त,5
नु,2,5,श,1
श,3,5,र,6
नु,2,5,शा,2
शा,3,5,स,7
स,4,5,न,14
नु,2,7,शा,1
शा,3,7,स,1
स,4,7,न,1
न,5,7,ही,1
ही,6,7,न,3
न,7,7,-,71
नु,2,8,शा,2
शा,3,8,स,2
स,4,8,न,1
न,5,8,ही,1
ही,6,8,न,2
न,7,8,ता,2
ता,8,8,-,11
स,4,8,ना,1
ना,5,8,त्,2
त्,6,8,म,4
म,7,8,क,4
क,8,8,-,34
नु,2,6,शा,1
शा,3,6,स,3
स,4,6,नि,2
शा,3,5,सि,2
नु,2,5,शी,1
शी,3,5,ल,2
नु,2,4,श्,1
श्,3,4,री,2
नु,2,3,षा,1
षा,3,3,-,14
नु,2,5,षां,2
षां,3,5,गि,2
गि,4,5,क,11
नु,2,5,ष्,3
नु,2,6,सं,2
सं,3,6,धा,2
धा,4,6,न,2
न,5,6,क,6
नु,2,8,सं,1
सं,3,8,धा,1
धा,4,8,न,1
न,5,8,क,3
क,6,8,र्,9
र्,7,8,ता,5
न,5,6,कों,1
धा,4,5,नों,4
नु,2,4,सं,1
सं,3,4,शा,1
शा,4,4,-,5
नु,2,5,स,2
स,3,5,चि,9
चि,4,5,व,7
नु,2,7,स,1
स,3,7,म,4
म,4,7,र्,2
र्,5,7,थ,2
थ,6,7,न,2
नु,2,5,सां,1
सां,3,5,गि,3
नु,2,4,सा,1
नु,2,4,सू,2
सू,3,4,चि,1
चि,4,4,-,3
नु,2,5,सू,2
सू,3,4,ची,1
ची,4,4,-,9
नु,2,5,से,4
से,3,5,व,9
व,4,5,क,8
व,4,5,कों,10
से,3,5,वि,2
वि,4,5,यों,3
नु,2,4,से,1
से,3,4,वी,1
नु,2,6,स्,1
स्,3,6,मा,1
मा,4,6,र,1
र,5,6,क,9
अ,1,3,नू,3
नू,2,3,ठा,1
नू,2,3,ठी,1
अ,1,5,नू,1
नू,2,5,सू,1
अ,1,3,ने,3
ने,2,3,क,1
अ,1,5,ने,1
ने,2,5,का,1
का,3,5,ने,1
ने,4,5,क,1
ने,2,3,कों,1
कों,3,3,-,84
अ,1,4,नै,1
नै,2,4,ति,1
ति,3,4,क,8
अ,1,5,नै,1
नै,2,5,ति,1
ति,3,5,क,3
क,4,5,ता,24
अ,1,3,नो,3
नो,2,3,खा,1
खा,3,3,-,14
अ,1,5,नो,1
नो,2,5,खे,1
खे,3,5,ला,1
ला,4,5,ल,4
अ,1,6,नौ,1
नौ,2,6,प,1
प,3,6,चा,1
चा,4,6,रि,4
रि,5,6,क,13
अ,1,4,न्,10
न्,2,4,जा,2
जा,3,4,म,5
अ,1,5,न्,7
न्,2,5,जु,1
जु,3,5,म,1
न्,2,4,त,4
त,3,4,र,18
अ,1,8,न्,4
न्,2,8,त,4
त,3,8,र,4
र,4,8,रा,1
रा,5,8,ज्,2
ज्,6,8,यी,2
यी,7,8,य,3
अ,1,9,न्,4
न्,2,9,त,3
त,3,9,र,3
र,4,9,रा,1
न्,2,5,त,4
त,3,5,रा,7
रा,4,5,ल,1
अ,1,6,न्,5
न्,2,6,त,1
त,3,6,र्,5
र्,4,6,ग,5
ग,5,6,त,13
त,3,9,र्,2
र्,4,9,ज,1
ज,5,9,न,1
न,6,9,प,1
प,7,9,दी,1
दी,8,9,य,1
त,3,8,र्,1
र्,4,8,रा,1
न्,2,4,त्,3
त्,3,4,य,8
न्,2,9,त्,1
त्,3,9,य,3
य,4,9,प,1
प,5,9,री,1
री,6,9,क्,2
क्,7,9,ष,3
ष,8,9,ण,1
न्,2,6,त्,2
त्,3,6,ये,1
ये,4,6,ष्,1
ष्,5,6,टि,2
टि,6,6,-,2
न्,2,4,द,14
द,3,4,र,14
न्,2,4,दा,1
दा,3,4,जा,1
जा,4,4,-,13
न्,2,5,न,4
न,3,5,दा,16
दा,4,5,ता,13
न्,2,6,न,4
न,3,6,दा,3
दा,4,6,ता,5
दा,4,5,न,16
न,3,6,पू,1
पू,4,6,र्,23
र्,5,6,णा,1
णा,6,6,-,4
अ,1,7,न्,2
न्,2,7,न,3
न,3,7,प्,1
प्,4,7,रा,2
रा,5,7,श,1
श,6,7,न,11
न्,2,6,ना,1
ना,3,6,धि,3
धि,4,6,वा,2
अ,1,3,न्,4
न्,2,3,य,6
न्,2,5,य,7
य,3,5,त्,6
न्,2,4,य,3
य,3,4,था,1
था,4,4,-,11
न्,2,4,या,5
न्,2,7,या,1
या,3,7,य,1
य,4,7,पू,3
पू,5,7,र्,20
र्,6,7,ण,16
न्,2,3,यों,1
यों,3,3,-,187
न्,2,5,वे,2
वे,3,5,ष,2
अ,1,4,पं,1
पं,2,4,ग,1
ग,3,4,ता,4
अ,1,3,पं,2
पं,2,3,गों,1
गों,3,3,-,18
अ,1,5,पं,1
पं,2,5,जी,1
जी,3,5,कृ,1
अ,1,4,प,25
प,2,4,का,8
अ,1,3,प,5
प,2,3,च,1
च,3,3,-,20
अ,1,5,प,37
प,2,5,द,2
द,3,5,स्,5
प,2,5,न,5
न,3,5,त्,1
त्,4,5,व,11
प,2,3,ना,9
प,2,4,ना,16
ना,3,4,ई,6
ना,3,4,ए,5
ना,3,4,एं,9
एं,4,4,-,68
प,2,5,ना,5
ना,3,5,एं,2
एं,4,5,गे,22
गे,5,5,-,25
ना,3,5,ए,2
ए,4,5,गा,10
गा,5,5,-,15
ए,4,5,गी,10
ना,3,4,ओ,2
ओ,4,4,-,11
ना,3,4,ता,1
ना,3,4,ती,2
ना,3,4,ते,2
ना,3,4,ना,2
ना,3,4,नी,1
ना,3,4,ने,4
ना,3,4,या,3
ना,3,4,यी,2
ना,3,4,ये,1
ये,4,4,-,40
ना,3,4,यें,4
यें,4,4,-,15
प,2,3,नी,3
प,2,3,ने,20
प,2,5,ने,1
ने,3,5,प,1
प,2,3,नों,3
नों,3,3,-,78
प,2,5,भ्,1
भ्,3,5,रं,1
रं,4,5,श,1
प,2,4,मा,3
अ,1,7,प,5
प,2,7,मा,1
मा,3,7,न,3
न,4,7,ज,2
ज,5,7,न,6
न,6,7,क,6
प,2,5,मा,2
अ,1,6,प,6
प,2,6,मा,1
मा,3,6,र्,2
र्,4,6,ज,7
ज,5,6,न,20
प,2,5,रं,1
रं,3,5,पा,1
पा,4,5,र,5
प,2,5,र,12
प,2,5,रा,16
रा,3,5,जि,2
जि,4,5,ता,1
प,2,4,रा,6
रा,3,4,ध,1
अ,1,8,प,2
प,2,8,रा,2
रा,3,8,ध,1
प,2,7,रा,4
रा,3,7,ध,2
रा,3,5,धि,7
धि,4,5,यो,3
यो,5,5,-,7
धि,4,5,यों,5
रा,3,4,धी,1
धी,4,4,-,3
रा,3,7,धी,3
धी,4,7,क,2
रा,3,4,धों,1
रा,3,5,न्,4
न्,4,5,ह,4
रा,3,5,ह,5
ह,4,5,न,8
रा,3,5,ह्,3
ह्,4,5,न,4
ह्,4,5,नं,2
नं,5,5,-,2
प,2,6,रि,4
रि,3,6,ग्,1
ग्,4,6,र,6
र,5,6,ह,5
प,2,5,रि,2
रि,3,5,चि,1
रि,3,6,हा,1
हा,4,6,र्,1
र्,5,6,य,10
प,2,5,रो,2
रो,3,5,क्,2
प,2,4,र्,7
र्,3,4,णा,3
णा,4,4,-,7
प,2,6,र्,3
र्,3,6,या,3
या,4,6,प्,2
प्,5,6,त,3
प,2,5,वं,2
वं,3,5,च,1
वं,3,5,चि,2
प,2,4,वा,8
प,2,5,वि,3
वि,3,5,त्,2
प,2,5,श,2
श,3,5,ब्,2
ब्,4,5,द,1
प,2,5,शि,2
शि,3,5,ष्,4
ष्,4,5,टों,2
टों,5,5,-,8
प,2,6,सं,4
सं,3,6,स्,6
स्,4,6,कृ,3
कृ,5,6,ति,5
प,2,5,ह,2
ह,3,5,र,10
प,2,8,ह,1
ह,3,8,र,1
र,4,8,ण,1
ण,5,8,क,1
प,2,7,ह,1
ह,3,7,र,1
र,4,7,ण,1
ण,5,7,कां,1
कां,6,7,ड,1
ड,7,7,-,4
ह,3,5,र्,2
र्,4,5,ता,8
प,2,6,ह,2
ह,3,6,र्,3
र्,4,6,ता,8
प,2,4,हृ,3
हृ,3,4,त,1
हृ,3,4,ता,1
हृ,3,4,तों,1
अ,1,4,पा,3
पा,2,4,त्,1
त्,3,4,र,21
अ,1,3,पा,1
पा,2,3,र,1
पा,2,4,हि,3
हि,3,4,ज,1
हि,3,4,जों,1
अ,1,3,पि,1
पि,2,3,तु,1
तु,3,3,-,10
अ,1,3,पी,2
पी,2,3,लें,1
लें,3,3,-,23
पी,2,3,लों,1
अ,1,4,पू,3
पू,2,4,र्,7
र्,3,4,ण,6
अ,1,6,पू,1
पू,2,6,र्,1
र्,3,6,ण,8
ण,4,6,नी,1
अ,1,5,पू,1
पू,2,5,र्,2
र्,3,5,णी,1
णी,4,5,य,6
र्,3,4,ति,5
र्,3,4,व,2
अ,1,4,पे,1
पे,2,4,क्,3
क्,3,4,षा,10
षा,4,4,-,19
अ,1,5,पे,3
पे,2,5,क्,8
क्,3,5,षा,10
षा,4,5,ओं,5
अ,1,6,पे,1
पे,2,6,क्,1
क्,3,6,षा,6
षा,4,6,कृ,1
कृ,5,6,त,5
अ,1,7,पे,1
पे,2,7,क्,3
क्,3,7,षा,15
षा,4,7,नु,1
नु,5,7,रू,1
रू,6,7,प,4
प,7,7,-,10
क्,3,5,षि,18
षि,4,5,त,18
अ,1,5,प्,3
प्,2,5,र,9
र,3,5,ति,1
ति,4,5,म,1
अ,1,7,प्,5
प्,2,7,र,7
र,3,7,त्,2
त्,4,7,य,1
य,5,7,क्,24
क्,6,7,ष,18
ष,7,7,-,21
त्,4,7,या,1
या,5,7,शि,1
शि,6,7,त,1
र,3,5,वा,35
वा,4,5,सी,17
सी,5,5,-,33
र,3,7,शि,2
शि,4,7,क्,2
क्,5,7,षि,5
षि,6,7,त,3
षि,6,7,तों,1
तों,7,7,-,5
स,4,7,न्,1
न्,5,7,न,1
न,6,7,ता,4
ता,7,7,-,48
अ,1,6,प्,4
प्,2,6,रा,3
रा,3,6,कृ,1
कृ,4,6,ति,1
ति,5,6,क,6
रा,3,6,थ,1
थ,4,6,मि,1
मि,5,6,की,1
की,6,6,-,10
प्,2,5,रा,1
रा,3,5,प्,1
प्,4,5,त,6
रा,3,6,सं,1
सं,4,6,गि,1
गि,5,6,क,2
अ,1,4,प्,2
प्,2,4,रि,2
रि,3,4,य,4
प्,2,6,रि,1
रि,3,6,य,1
य,4,6,क,3
क,5,6,र,28
प्,2,4,रे,1
रे,3,4,ल,1
अ,1,4,फ,13
फ,2,4,गा,3
गा,3,4,न,2
गा,3,4,नी,3
अ,1,6,फ,3
फ,2,6,रा,1
रा,3,6,त,1
त,4,6,फ,1
